Station,StationID,Date,Time,SampleDescription,FieldNotes,Weather,NorthLat,WestLong,Chla,Pheophytin,DissAmmonia,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthoPhos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,SpCndSurface,FluorescenceSurface,DOSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,FluorescenceBottom,DOBottom,WTBottom,TurbidityBottom,pHBottom
D6,E3B80272071,2014-02-12,12:40,,N/A,overcast & cool medium winds 13mph,N/A,N/A,1.94,0.89,0.2,162,7562,0.65,1.3,1.3,0.4,0.07,0.1,12.5,14200,25,6,0.7,41,72,N/A,22689,3.8,9.3,12.5,13.7,8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-03-12,10:15,,"No vertical profiles taken at Stations D41, NZ325, and D6.High winds, big swells, and rough seas.  Surface data only. No rotifer pump samples at Stations D41 and D6.  No secchi at Station NZ325.",Mostly sunny cool and clear with strong winds (28 mph),N/A,N/A,2.51,1.09,0.18,106,4402,0.76,2.2,2.3,0.4,0.09,0.14,15.8,8370,31,6,0.8,42.2,44,N/A,13958,4.4,8.7,15.2,21.7,8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-04-11,11:30,,N/A,Overcast and cool with medium winds(16 mph),N/A,N/A,2.03,0.86,0.1,188,8529,0.58,1.6,1.6,0.4,0.09,0.12,13,15320,25,8,0.6,39.7,68,N/A,26055,3.8,8.5,17.8,20.4,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-05-13,13:40,,N/A,partly cloudy and warm with light winds (7 mph),N/A,N/A,2.04,0.73,0.09,180,8419,0.5,1.6,1.7,0.4,0.08,0.16,12.5,15500,41,10,0.7,38.4,48,N/A,25406,2.6,7.95,19.1,21.8,8.1,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-06-10,13:05,,N/A,"Mostly sunny, warm and clear with medium winds (21 mph)",N/A,N/A,1.6,0.73,0.06,221,10126,0.57,2,2.1,0.4,0.1,0.16,11.3,18880,49,12,1.1,41.8,44,N/A,29691,2.8,7.9,20.6,16.8,8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-07-09,12:15,,N/A,mostly sunny and cool with medium to strong winds (12-13 mph),N/A,N/A,1.62,1.42,0.07,223,10307,0.55,1.4,1.6,0.8,0.11,0.19,10.4,19320,60,13,1.4,37.1,56,N/A,30947,2.8,7.45,20.5,28.1,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-08-21,12:50,,N/A,"mostly sunny, clear, and warm with light winds (10 mph)",N/A,N/A,1.48,0.43,0.07,239,10339,0.39,1.1,1.1,0.3,0.07,0.17,9.3,19420,25,6,0.6,37.1,68,N/A,30941,2.5,7.45,20.9,9.9,8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-09-22,13:55,,mc=0,"Sunny, hazy and warm with medium winds (15 mph)",N/A,N/A,1.26,0.35,0.07,244,11333,0.46,1.5,1.5,0.4,0.12,0.13,8.5,23880,23,6,0.5,46.6,92,N/A,32766,2.4,7,21.8,10.5,8.1,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-10-07,13:35,,N/A,"Partly cloudy, warm, with light winds (7-8 mph)",N/A,N/A,1.24,0.31,0.05,259,12806,0.39,1.1,1.2,0.5,0.11,0.13,7.7,23160,21,6,0.5,39.8,112,N/A,35606,2.2,6.9,21.7,6.3,8.05,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-11-17,10:00,,N/A,Overcast and cool with medium to strong winds,N/A,N/A,1.21,0.27,0.09,202,9897,0.46,1.3,1.3,0.4,0.1,0.12,10.7,17540,22,6,0.6,23.1,76,N/A,29790,1.6,8,16.3,5.7,7.85,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2014-12-19,12:45,,N/A,Cloudy and cool with light winds (5-10 mph),N/A,N/A,0.83,0.73,0.15,128,5423,0.57,2.2,2.3,0.4,0.09,0.12,15.5,10330,21,4,0.8,49.3,52,N/A,16951,2.9,8.35,13.4,13.3,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-01-21,14:55,,N/A,sunny and clear with light wind (6-8 mph),N/A,N/A,1.38,1.04,0.14,213,9937,0.36,1.3,1.3,0.5,0.06,0.12,10.1,18060,44,13,0.7,38.5,55,N/A,28967,2.9,8.45,12.4,17.2,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-02-18,13:30,,N/A,"partly cloudy, warm, light wind (5-6 mph)",N/A,N/A,1.59,0.75,0.16,156,6943,0.56,1.8,1.9,0.3,0.08,0.13,12.9,13570,42,9,0.8,42.1,56,N/A,20519,3.1,8.35,15,18.7,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-03-18,13:00,,N/A,Partly cloudy and warm with light winds (11 mph),N/A,N/A,1.34,0.6,0.1,201,9240,0.42,1.5,1.6,0.5,0.07,0.12,10.5,17480,31,6,0.8,46.4,70,N/A,27571,2.4,8.2,16.9,11.8,8,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-04-15,11:30,,N/A,"mostly sunny and cool, with light wind (8-9 mph)",N/A,N/A,1.79,ND,0.1,134,8750,0.45,1.7,1.8,0.4,0.08,0.13,2.8,15520,29,8,0.6,44.4,48,N/A,26451,3,8.3,17.1,10.8,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-05-18,16:05,,N/A,cloudy and cool with med. wind (14mph),N/A,N/A,1.82,ND,0.1,239,10500,0.5,0.8,1.2,0.4,0.1,0.14,9.2,19720,28,6,0.6,46.6,32,N/A,30542,2.6,7.85,17.7,14.4,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-06-12,11:40,,N/A,"sunny, clear, and warm with winds at 11 mph",N/A,N/A,2.44,ND,0.09,247,10290,0.56,1.6,1.6,0.5,0.1,0.15,8.8,18660,44,9,0.6,38.2,70,N/A,29801,1.4,7.5,20.7,12,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-07-14,14:35,,N/A,"clear, sunny, vey windy (15 mph)",N/A,N/A,5.02,0.51,0.06,237,11120,0.51,1.4,1.5,0.4,0.11,0.16,8.8,19640,41,11,0.6,37,N/A,N/A,32332,2.2,7.5,21.8,12.4,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-08-11,13:00,,N/A,"Partly cloudy and warm with light winds (14 mph), air temperature (83-85-degrees F)",N/A,N/A,1.77,0.61,0.06,231,10700,0.28,1.4,1.4,0.5,0.06,0.15,7.5,19260,33,9,0.7,37.3,52,1,30710,2.6,7.15,22,15.6,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-09-24,11:25,,N/A,mostly sunny with winds less than 10 mph,N/A,N/A,1.15,ND,0.05,262,10785,0.33,1.3,1.4,0.7,0.07,0.15,9.8,20320,30,8,1,32.2,88,1,30621,1.8,7.3,20.95,8.7,7.92,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-10-23,11:50,,N/A,mostly cloudy and cool with light winds,N/A,N/A,1.15,ND,0.03,248,11980,0.44,1.2,1.2,0.4,0.1,0.12,7.2,22940,30,8,0.6,30,128,1,33541,1.7,7.3,20.1,4.2,8,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-11-06,11:47,,N/A,"sunny, 55 F, light winds",N/A,N/A,1.04,ND,0.06,230,10830,0.46,1.3,1.3,0.4,0.1,0.11,7.4,19980,29,6,0.6,42.6,76,1,30141,2.8,7.75,17.53,9.9,7.85,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2015-12-08,12:30,,N/A,foggy and cool with light winds (7 mph),N/A,N/A,1.85,ND,0.06,263,12178,0.44,1.1,1.1,0.5,0.09,0.12,7.9,21520,21,4,0.8,41,84,1,34621,2.5,8.8,11.9,7.7,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-01-08,13:20,,N/A,Overcast and cool with light winds (3-5 mph),N/A,N/A,1.46,ND,0.16,229,9960,0.49,1.4,1.4,0.3,0.08,0.1,8.7,19000,29,7,0.6,47.8,72,1,29697,2.7,9.5,10,10.3,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-02-08,14:50,,N/A,"mostly sunny, cool, winds ~13mph",N/A,N/A,1.78,0.62,0.16,158,7230,0.5,1.6,1.7,0.2,0.07,0.07,12.2,13450,32,6,0.5,45.5,52,1,21053,3,9.05,12.62,13.9,7.82,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-03-08,13:55,,N/A,overcast and cool with light winds ~ 4-5mph,N/A,N/A,1.74,0.84,0.1,140,5731,0.51,2,2,0.4,0.07,0.08,14.8,10660,38,7,0.5,42.5,44,1,17716,3.2,8.6,15.3,22.9,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-04-19,13:10,,N/A,"partly cloudy, sunny, warm, winds @ 5-6 mph",N/A,N/A,3.1,0.63,0.08,115,5103,0.19,1.7,1.8,0.3,0.04,0.08,14.1,9430,29,7,0.4,43.2,60,1,16600,2.4,8.45,18.4,12.4,7.92,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-05-17,12:05,,N/A,"sunny, clear, warm, winds ~14mph",N/A,N/A,1.2,1.08,0.12,147,6624,0.21,1.4,1.5,0.4,0.05,0.14,11.1,12490,51,8,0.6,34,52,1,17139,2.2,8.4,19.27,15.9,7.87,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-06-15,10:45,,N/A,N/A,N/A,N/A,1.99,0.96,0.1,168,7770,0.19,1,1.2,0.4,0.04,0.14,8.3,13650,66,13,0.7,34.3,36,1,22550,4,8.22,18.89,27.9,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-07-15,11:45,,N/A,"~75 F, mostly sunny, winds ~13 mph",N/A,N/A,2.57,0.59,0.05,186,8469,0.27,0.8,0.9,0.4,0.06,0.11,9.3,15880,26,6,0.6,33.6,56,1,25957,3,8.04,20.58,12.2,7.91,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-08-12,10:55,,N/A,~75F sunny/clear ~10 mph wind,N/A,N/A,2.14,ND,0.06,170,7948,0.38,0.8,0.8,0.2,0.1,0.1,10.2,15370,21,5,0.6,32,72,2,24024,2.1,8.13,20.04,10.7,7.91,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-09-14,12:30,,N/A,"sunny, clear, 70 deg F, winds less than 10 mph",N/A,N/A,1.65,0.62,0.08,191,8500,0.43,0.8,0.9,0.4,0.11,0.2,8.2,16000,35,8,0.6,32,60,1,26100,1.8,8.32,19.14,15.5,7.86,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-10-26,12:10,,N/A,"clear, cool, winds < 10 mph",N/A,N/A,1.4,ND,0.17,235,10825,0.39,0.6,0.6,0.2,0.12,0.16,9.5,19640,22,8,0.5,26.3,88,1,31145,2.3,7.99,17.55,7.9,7.83,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-11-09,11:05,,N/A,"66.4 F, winds 11.6 mph, sunny, small waves",N/A,N/A,1.33,ND,0.1,208,10000,0.41,0.7,0.7,0.5,0.09,0.22,8.9,19540,17,5,0.6,27.3,132,1,29926,3,8.05,17.28,4.6,7.78,N/A,N/A,N/A,N/A,N/A,N/A
D6,E3B80272071,2016-12-13,14:50,,N/A,"air temp: 50.5F, wind:10.3 mph,  overcast, ripples to small waves with no white caps, no rain",N/A,N/A,1.26,ND,0.14,255,10262,0.46,6,0.6,0.4,0.09,0.27,11.4,24920,37,10,0.6,30.4,72,1,30356,3.1,8.96,11.9,13.8,7.73,N/A,N/A,N/A,N/A,N/A,N/A
D6 ,E3B80272071,2017-01-10,10:45,,"air temp 52.2 deg F, wind speed 15 mph, sky overcast, wave scale 2, rain yes",N/A,N/A,N/A,1.8,3.08,0.15,20,371,0.38,2.9,3.8,0.3,0.07,0.18,19.8,842,113,12,0.6,34.2,20,1,1492,4.8,10.65,9.34,85.7,7.6,1470,5.4,10.58,9.34,111.3,7.61
D6 ,E3B80272071,2017-02-09,10:45,,"58.1 deg F, winds at 17.4 mph, overcast, moderate waves with a few white caps, light rain",N/A,N/A,N/A,4.56,2.58,0.06,14,12,0.34,3,3.5,0.2,0.07,0.12,17.5,114,60,2,0.3,36.4,28,1,201,5.3,9.97,11.44,62.3,7.47,207,5.7,9.88,11.45,65.8,7.46
D6 ,E3B80272071,2017-03-09,10:05,,N/A,"air temp 64.8 F< wind 3.8 mph, sunny, small waves, no rain",N/A,N/A,3.89,1.02,0.05,13,13,0.32,2.4,2.6,0.4,0.06,0.08,18.1,109,39,5,0.3,33.5,24,1,193,4.3,10.14,11.41,42.1,7.36,189,3.7,10.06,11.38,40.1,7.34
D6 ,E3B80272071,2017-04-06,10:15,,N/A,"52.7 deg F, winds at 1.2 mph, cloudy, ripples to small waves with no white caps",N/A,N/A,5.04,1.46,0.05,19,476,0.23,1.9,1.9,0.3,0.06,0.06,13.8,1036,21,5,0.3,45.2,44,1,2978,3.9,9.41,15.1,20.8,7.51,19460,5.1,7.74,14.32,97.6,7.57
D6 ,E3B80272071,2017-05-23,11:25,,N/A,"Air temperature 66.7 degrees F, Wind speed 16.6 mph, Sunny, Ripples to small waves with no white caps",N/A,N/A,3.6,1.27,0.08,44,1510,0.15,2.4,1.9,0.1,0.05,0.07,13,3070,29,6,0.2,49.7,40,1,5572,3,8.9,18.52,28.8,7.67,8160,6.2,8.51,18,101.5,7.64
D6 ,E3B80272071,2017-06-21,13:40,,N/A,"sunny, 79.3 degrees, with 15.7 mph wind",N/A,N/A,1.97,1.07,0.07,118,5354,0.25,1,1,0.1,0.07,0.07,11.5,10020,22,4,0.3,47.7,56,1,16607,2.6,7.92,21.2,13.8,7.72,20013,2.9,7.55,19.87,55.6,7.66
D6 ,E3B80272071,2017-07-24,15:10,,N/A,"sunny at 68.7 degrees, with 12.5 mph winds, moderate waves with few white caps",N/A,N/A,2.64,2.14,0.08,165,7479,0.27,0.6,0.6,0.1,0.09,0.13,8,14240,110,21,0.4,33,28,1,22458,3.9,7.81,20.8,50.8,7.74,24159,4.2,7.65,20.52,71.8,7.72
D6 ,E3B80272071,2017-08-17,11:00,,N/A,"68.0F airtemp, 11.9MPH wind, sunny, moderate waves with a few white caps, no rain",N/A,N/A,3.15,0.66,0.06,154,7200,0.33,0.9,0.9,ND,0.08,0.08,9.1,13410,27,7,0.2,31.1,64,1,20700,2.5,8.16,20.5,13.5,8.08,22571,2.8,7.91,20.27,46.4,8.06
D6 ,E3B80272071,2017-09-18,13:05,,microcystis present in zoo tow but not on surface,"68.9F airtemp, 14.2MPH wind, partly cloudy, ripples to small waves, no rain",N/A,N/A,1.88,1.24,0.12,140,6190,0.34,0.5,0.6,0.1,0.09,0.11,12,11830,43,6,0.3,46.7,56,2,19013,2.9,8.07,20.97,25.6,7.73,21273,3.2,7.79,20.73,44.1,7.72
D6 ,E3B80272071,2017-10-13,10:50,,very smokey outside,"61.5 deg F, winds at 3 mph, overcast, no waves/flat",N/A,N/A,1.56,ND,0.12,153,7025,0.33,0.9,0.9,0.1,0.09,0.09,10.8,13480,18,3,0.3,50.3,76,1,21039,2,8.25,17.82,6.9,7.76,25028,2,7.84,17.5,36.4,7.76
D6 ,E3B80272071,2017-11-16,11:25,,N/A,"Overcast, light rain, at 51.8 degrees and 8.5 mph winds with ripples to small waves",N/A,N/A,0.95,0.81,0.15,198,8500,0.41,ND,ND,0.1,0.09,0.11,10.6,17060,39,7,0.4,50.1,60,1,26704,1.6,8.23,15.11,19.3,7.7,28440,1.7,8.06,15.09,31,7.71
D6 ,E3B80272071,2017-12-14,11:35,,"Vertical sonde data collected under precheck, no tow","Air temperature 50.4 degrees Fahrenheit, Wind speed 7.2 mph, Sunny, Ripples to small waves with  no white caps",N/A,N/A,1.37,ND,0.17,227,10175,0.43,0.8,0.9,ND,0.09,0.09,11.1,19080,28,5,0.3,47,88,1,30836,2.2,8.77,11.74,12.3,7.77,32684,1.1,8.58,11.71,19.8,7.8
D6 ,E3B80272071,2018-01-11,10:25,,N/A,"52.9 deg F, winds at 5.1 mph, foggy/cloudy, no waves/flat",N/A,N/A,0.87,ND,0.2,181,8050,0.45,0.9,0.9,ND,0.08,0.09,11.1,15620,24,8,0.3,33,76,1,25002,1.2,9.21,10.86,12.1,7.67,28372,2.1,8.94,10.96,29.1,7.67
D6 ,E3B80272071,2018-02-12,11:50,,N/A,"Air temp 54.9 degrees F, wind speed 4.5 mph, partly cloudy, ripples to small waves w/ no white caps",N/A,N/A,1.49,0.53,0.16,184,8150,0.51,1.1,1.1,ND,0.08,0.09,12.8,15050,20,4,0.3,32.1,84,1,24333,3.2,8.89,13.03,6.8,7.75,27512,1.9,8.53,13.02,23.4,7.75
D6 ,E3B80272071,2018-03-15,12:40,,Bottom pre tow readings taken at 12:50 because GPS malfunctioned between surface and bottom readings therefore MOPED had to be restarted. - JR,"Air temp 49.3 degrees F with 16.0 mph winds,cloudy, ripples to small waves with no white caps, and light rain",N/A,N/A,2.1,1.03,0.13,176,7610,0.49,1.3,1.3,0.2,0.09,0.09,12.5,14660,24,5,0.3,43.6,64,1,22988,2.1,9.32,13.06,12.6,7.85,26370,2.1,8.92,12.86,28.6,7.84
D6 ,E3B80272071,2018-04-12,11:40,,N/A,"Air temp 54.7 degrees fahrenheit, Wind speed 12.8 mph, Partly cloudy, Ripples to small waves with no white caps, No rain",N/A,N/A,1.85,1.3,0.1,22,643,0.24,2.8,3,0.1,0.05,0.07,12.7,1282,29,4,0.4,28.9,36,1,3072,3.8,9.55,14.55,27.5,7.64,7155,4.9,9.15,14.87,55.4,7.69
D6 ,E3B80272071,2018-05-11,10:45,,N/A,"Air temp 64 degrees F with 6.3 mph winds, sunny, no waves/flat, and no rain",N/A,N/A,1.85,0.61,0.07,102,4115,0.38,1.6,1.7,0.1,0.08,0.08,11.9,8050,26,5,0.3,50.6,60,1,13074,2.9,8.66,17.38,13.5,7.76,24189,4.5,7.99,17.05,63.8,7.72
D6 ,E3B80272071,2018-06-11,12:45,,N/A,"Air temp 75.2 deg F, wind speed 13.1 mph, sunny, ripples to small waves with no white caps",N/A,N/A,2.49,ND,0.08,148,6400,0.43,1.3,1.3,0.2,0.1,0.12,10.6,12300,77,19,0.3,47.2,44,1,19026,2.8,8.46,19.82,22.5,7.83,22834,3.9,8.07,18.66,91.9,7.79
D6 ,E3B80272071,2018-07-11,13:30,,N/A,"Air temp 77.4 degrees fahrenheit, Wind speed 16.2 mph, Sunny skies, Ripples to small waves with no white caps, No rain",N/A,N/A,1.99,0.7,0.08,188,8420,0.46,1,1,0.1,0.11,0.12,7.9,16200,40,7,0.3,35.2,40,1,25503,2.7,7.86,20.45,29.7,7.81,26533,2.5,7.87,20.23,32.2,7.8
D6 ,E3B80272071,2018-08-08,13:00,,N/A,"Air Temp. 71.1 degrees F.,Wind Speed 22.6 mph, Overcast, Moderate waves with few white caps, no rain",N/A,N/A,2.19,0.8,0.07,244,11000,0.376,1,1,0.2,0.111,0.12,11.1,17300,37,7,0.4,42,48,1,26118,2.4,7.99,20.57,23.4,7.84,28039,3,7.82,19.86,67.6,7.83
D6 ,E3B80272071,2018-09-19,13:10,,N/A,"Air temperature 73.4 degrees fahrenheit, wind speed 4.3 mph, Sunny skies, No waves/flat, No rain",N/A,N/A,1.93,ND,0.09,203,8750,0.36,0.9,0.9,0.12,0.1,0.1,8.4,18700,17,4,0.3,49,100,1,26480,3,8.46,19.15,7.1,7.71,29579,2.5,7.84,18.77,17.5,7.71
D6 ,E3B80272071,2018-10-18,13:05,,N/A,"Air temp 65.8 deg F, wind 6.7 mph, sunny, ripples to small waves with no white caps",N/A,N/A,1.74,ND,0.12,221,9780,0.34,0.7,0.7,ND,0.09,0.1,8.6,18880,16,4,0.221,46.1,104,1,29128,1.5,8.26,18.16,4.5,7.57,33553,1.5,7.71,17.81,8.6,7.58
D6 ,E3B80272071,2018-11-20,11:50,,Hazy,"Air temp 50.7 degrees F, Wind speed 5.3 mph, Overcast skies, No Waves/Flat, No Rain",N/A,N/A,1.69,ND,0.14,266,11800,0.359,0.6,0.7,ND,0.09,0.099,7.23,23000,21,4,0.232,44.6,80,1,34272,1.1,8.1,13.33,6.3,7.69,35794,1.4,7.92,13.24,10,7.69
D6 ,E3B80272071,2018-12-17,10:10,,"Weather taken from iPhone 10, Boat = R/V Compliance","Air Temp 53 degrees F, Wind Speed 5 mph, Sky Partly Cloudy, ripples to small waves with no white caps, No rain",N/A,N/A,1.03,ND,0.157,229,10500,0.41,0.7,0.7,ND,0.081,0.085,8.63,19300,30,6,0.312,35,92,1,30655,1.4,8.76,12.08,5.3,7.62,33973,2.1,8.46,12.19,16.3,7.63
D7,E0B80702024,2000-01-14,10:40,,N/A,"Over cast, calm",N/A,N/A,2.06,2.21,0.15,N/A,4460,0.43,N/A,N/A,0.2,0.07,0.1,14.1,8770,20,3,0.5,6.7,48,N/A,14690,28.3,10.1,10.1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-02-18,11:00,,"On Compliance, no Fluorometer avail.","Sunny, warm, calm",N/A,N/A,1.5,1.97,0.06,N/A,14,0.35,N/A,N/A,0.5,0.05,0.14,16.1,100,45,8,0.6,8.5,23,N/A,179,N/A,9,11.66,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-03-14,09:50,,N/A,"Sunny, clear, light breeze",N/A,N/A,2.75,0.39,0.03,N/A,11,0.2,N/A,N/A,ND,0.04,0.09,18.9,105,26,3,0.3,8,32,N/A,186,46.5,10,14.5,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-04-12,09:20,,N/A,"Sunny, warm, overcast, and calm",N/A,N/A,30.4,5.96,ND,N/A,1110,0.32,N/A,N/A,0.2,0.05,0.16,14.9,2090,73,11,0.5,7.1,16,N/A,3922,88.8,9.9,16.1,47.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-05-10,07:15,,N/A,"Overcast, moderate wind",N/A,N/A,4.92,6.05,0.06,N/A,354,0.21,N/A,N/A,0.1,0.05,0.18,15.7,747,82,10,0.5,6,18,N/A,1424,58.7,8.9,16.4,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-06-09,08:05,,N/A,"Sunny, warm, light winds",N/A,N/A,1.26,1.89,0.09,N/A,2520,0.44,N/A,N/A,0.3,0.08,0.14,13.3,4760,66,8,0.6,7,20,N/A,8287,33.4,8.1,18.3,45.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-07-07,06:40,,N/A,"Overcast, windy SW, Cool",N/A,N/A,1.18,1.43,0.08,N/A,3740,0.45,N/A,N/A,0.2,0.1,0.16,13.9,7250,49,6,0.4,7.6,20,N/A,11952,28.6,7.9,19.1,32.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-08-07,08:45,,N/A,"Cool, windy",N/A,N/A,1.77,3.2,0.06,N/A,2840,0.38,N/A,N/A,0.2,0.09,0.21,14.5,5230,123,12,0.5,6.7,20,N/A,9100,41.21,7.8,20.8,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-09-06,09:55,,Secchi depth not recorded,"Warm, Windy",N/A,N/A,1.5,0.82,0.04,N/A,3720,0.37,N/A,N/A,0.2,0.09,0.14,14.6,6870,29,4,0.4,6.5,N/A,N/A,11400,25.8,8.4,19.4,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-10-04,08:05,,N/A,N/A,N/A,N/A,2.28,2.88,0.06,N/A,6220,0.35,N/A,N/A,0.6,0.09,0.18,10.7,11600,81,10,1,7,35,N/A,19605,37.4,8.2,19.1,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-11-03,08:05,,N/A,N/A,N/A,N/A,0.88,0.97,0.11,N/A,6100,0.4,N/A,N/A,0.4,0.09,0.14,10.4,9740,36,4,0.6,4.3,34,N/A,16768,45.4,8.6,15,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2000-12-05,09:50,,Field data lost,N/A,N/A,N/A,1.09,1.25,0.19,N/A,6960,0.42,N/A,N/A,0.7,0.09,0.14,9.2,12600,35,3,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-01-04,10:00,,N/A,"Calm, verry foggy",N/A,N/A,1.74,1.12,0.19,N/A,7980,0.4,N/A,N/A,0.3,0.07,0.12,11.7,14300,35,5,0.6,7,46,N/A,22840,26.9,9.7,10.1,26.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-02-02,08:50,,N/A,"Cool, slightly overcast",N/A,N/A,1.13,1.28,0.2,N/A,3980,0.39,N/A,N/A,0.3,0.06,0.12,15.1,7220,27,4,0.6,5.3,38,N/A,11964,43.5,10.3,9.1,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-03-16,07:18,,N/A,"Sunny, warm, breezy",N/A,N/A,0.96,2.02,0.09,N/A,78,0.41,N/A,N/A,0.4,0.06,0.22,15.6,260,109,8,0.8,5.4,16,N/A,464,55.9,9.8,13,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-04-16,09:10,,Data taken from Vertical SeaBird,N/A,N/A,N/A,1.11,1.21,0.11,N/A,2510,1.3,N/A,N/A,0.5,0.06,0.19,16.5,4320,46,5,1,5,28,N/A,8209,N/A,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-05-16,08:40,,N/A,"Slightly overcast, warm, light breeze",N/A,N/A,1.25,0.72,0.09,N/A,3570,0.46,N/A,N/A,0.4,0.09,0.13,13.8,5860,27,3,0.6,6,37,N/A,10743,15.93,8.7,18.8,21.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-06-13,09:45,,N/A,"Clear, Sunny, Windy",N/A,N/A,2.13,1.14,0.08,N/A,3230,0.56,N/A,N/A,0.5,0.1,0.17,13.1,5590,68,6,0.8,3.3,20,N/A,8689,35.5,8.57,20.1,56.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-07-13,07:20,,N/A,"Windy, cool, slightly overcast",N/A,N/A,2.35,1.63,0.07,N/A,5230,0.47,N/A,N/A,0.3,0.11,0.2,15.2,8840,75,7,1.1,4.3,39,N/A,15330,28.8,8.2,19.7,41.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D7,E0B80702024,2001-08-13,10:05,,E. C. Beckman bridge,"Windy, warm, clear",N/A,N/A,1.4,0.98,0.07,N/A,5660,0.41,N/A,N/A,0.2,0.11,0.16,12.9,9990,42,4,0.5,5.9,24,N/A,16120,21.3,8.6,19.7,29.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
