"Phase","Week","Week_num","WeekStartDate","WeekEndDate","Stratum","NumOfSites","NumOfTows","RawCatch","TotalRawSampleVolume","AdjCatch","TotalEffSampleVolume","StratumVolume","nHat","nVar","nSE","lowCI","uppCI","SpatialCoverage"
"18_3","Week.19",19,2018-11-05,2018-11-08,"Suisun Marsh",6,20,2,83288.79976494,2,60153.0220524567,76278718,2622.2631129566,8209753.90420396,2865.26681204455,312,10059,""
"18_3","Week.19",19,2018-11-05,2018-11-08,"Lower Sacramento",7,28,0,117827.651403,0,85097.7482355,88162170,0,NA,NA,NA,NA,""
"18_3","Week.19",19,2018-11-05,2018-11-08,"Cache Slough LI",7,25,0,97934.160709,0,70730.2271787222,33420492,0,NA,NA,NA,NA,""
"18_3","Week.19",19,2018-11-05,2018-11-08,"Sac DW Ship Channel",6,22,2,86462.21029908,2,62444.9296604467,30411491,1767.84695012521,4171915.16869334,2042.52666290879,190,7033,""
"18_3","Week.19",19,2018-11-05,2018-11-08,"Lower San Joaquin",6,21,0,90436.30294314,0,65315.1076811567,122096565,0,NA,NA,NA,NA,""
"18_3","Week.19",19,2018-11-05,2018-11-08,"Total",38,140,4,577406.48930426,4,417015.797830854,NA,4390.11006308182,12381669.0728973,3518.75959293858,861,13624,"Full"
"18_3","Week.20",20,2018-11-12,2018-11-16,"Suisun Bay",3,12,0,45699.87498846,0,33005.4652694433,285840678,0,NA,NA,NA,NA,""
"18_3","Week.20",20,2018-11-12,2018-11-16,"Suisun Marsh",3,12,0,48192.23394678,0,34805.5022948967,76278718,0,NA,NA,NA,NA,""
"18_3","Week.20",20,2018-11-12,2018-11-16,"Lower Sacramento",3,12,0,51312.40046856,0,37058.95589396,88162170,0,NA,NA,NA,NA,""
"18_3","Week.20",20,2018-11-12,2018-11-16,"Cache Slough LI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"18_3","Week.20",20,2018-11-12,2018-11-16,"Sac DW Ship Channel",3,12,0,47681.36101806,0,34436.5385130433,30411491,0,NA,NA,NA,NA,""
"18_3","Week.20",20,2018-11-12,2018-11-16,"Lower San Joaquin",6,24,0,95306.7821244,0,68832.6759787333,122096565,0,NA,NA,NA,NA,""
"18_3","Week.20",20,2018-11-12,2018-11-16,"Total",18,72,0,288192.65254626,0,208139.137950077,NA,0,0,NA,NA,NA,"Partial"
"18_3","Week.21",21,2018-11-19,2018-11-23,"Suisun Bay",5,20,0,82429.59417308,0,59532.4846805578,285840678,0,NA,NA,NA,NA,""
"18_3","Week.21",21,2018-11-19,2018-11-23,"Suisun Marsh",4,16,0,70664.5770369,0,51035.5278599833,76278718,0,NA,NA,NA,NA,""
"18_3","Week.21",21,2018-11-19,2018-11-23,"Lower Sacramento",6,24,0,90998.06097228,0,65720.8218133133,88162170,0,NA,NA,NA,NA,""
"18_3","Week.21",21,2018-11-19,2018-11-23,"Cache Slough LI",6,24,0,91609.35615216,0,66162.31277656,33420492,0,NA,NA,NA,NA,""
"18_3","Week.21",21,2018-11-19,2018-11-23,"Sac DW Ship Channel",6,23,1,84662.36048886,1,61145.0381308433,30411491,1383.42167326737,3938629.93635407,1984.59818007426,100,6283,""
"18_3","Week.21",21,2018-11-19,2018-11-23,"Lower San Joaquin",6,24,0,93869.86776552,0,67794.90449732,122096565,0,NA,NA,NA,NA,""
"18_3","Week.21",21,2018-11-19,2018-11-23,"Total",33,131,1,514233.8165888,1,371391.089758578,NA,1383.42167326737,3938629.93635407,1984.59818007426,100,6283,"Full"
"18_3","Week.22",22,2018-11-26,2018-11-30,"Suisun Bay",5,20,0,76598.9255031,0,55321.4461966833,285840678,0,NA,NA,NA,NA,""
"18_3","Week.22",22,2018-11-26,2018-11-30,"Suisun Marsh",6,23,1,84356.3759115,1,60924.0492694167,76278718,1252.80260892589,1572912.00230937,1254.15788571829,173,4533,""
"18_3","Week.22",22,2018-11-26,2018-11-30,"Lower Sacramento",5,18,2,73004.9546688,2,52725.8005941333,88162170,6252.69238111585,51066038.9472112,7146.05058386877,686,24701,""
"18_3","Week.22",22,2018-11-26,2018-11-30,"Cache Slough LI",6,24,0,84412.87746892,0,60964.8559497756,33420492,0,NA,NA,NA,NA,""
"18_3","Week.22",22,2018-11-26,2018-11-30,"Sac DW Ship Channel",6,24,0,96821.5405773,0,69926.6681947167,30411491,0,NA,NA,NA,NA,""
"18_3","Week.22",22,2018-11-26,2018-11-30,"Lower San Joaquin",6,24,0,88175.11735494,0,63682.02920079,122096565,0,NA,NA,NA,NA,""
"18_3","Week.22",22,2018-11-26,2018-11-30,"Total",34,133,3,503369.79148456,3,363544.849405516,NA,7505.49499004174,52638950.9495206,7255.27056349525,1098,26517,"Full"
"19_1","Week.1",1,2018-12-03,2018-12-06,"Western Delta",5,20,0,106862.0807562,0,77178.1694350333,190166275,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Suisun Bay",3,12,0,59489.73720228,0,42964.8102016467,285840678,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Suisun Marsh",3,12,0,55754.90562642,0,40267.4318413033,76278718,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Lower Sacramento",2,8,0,35419.39976652,0,25580.6776091533,88162170,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Cache Slough LI",3,11,0,39638.7069232,0,28627.9550000889,33420492,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Sac DW Ship Channel",4,13,4,48766.46051046,4,35220.2214797767,30411491,3854.04090226574,14954722.0465703,3867.13356978658,530,13966,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Lower San Joaquin",3,12,0,46501.56806064,0,33584.4658215733,122096565,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Southern Delta",6,24,0,97322.97785826,0,70288.8173420767,136731814,0,NA,NA,NA,NA,""
"19_1","Week.1",1,2018-12-03,2018-12-06,"Total",29,112,4,489755.83670398,4,353712.548730652,NA,3854.04090226574,14954722.0465703,3867.13356978658,530,13966,"Full"
"19_1","Week.2",2,2018-12-10,2018-12-13,"Western Delta",4,16,0,81484.1198017,0,58849.6420790056,190166275,0,NA,NA,NA,NA,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Suisun Bay",6,24,0,92284.90360012,0,66650.2081556422,285840678,0,NA,NA,NA,NA,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Suisun Marsh",4,16,0,69069.61557804,0,49883.6112508067,76278718,0,NA,NA,NA,NA,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Lower Sacramento",8,31,1,121899.13341144,1,88038.2630193733,88162170,1001.57215224539,1004016.63364934,1002.0063041964,138,3622,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Cache Slough LI",3,12,0,46404.8526711,0,33514.6158180167,33420492,0,NA,NA,NA,NA,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Sac DW Ship Channel",3,10,1,37196.6714196,1,26864.2626919333,30411491,1133.25510640174,1296379.46287768,1138.58660754362,155,4110,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Lower San Joaquin",6,24,0,90241.18722696,0,65174.1907750267,122096565,0,NA,NA,NA,NA,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Southern Delta",6,24,0,88278.12317632,0,63756.4222940089,136731814,0,NA,NA,NA,NA,""
"19_1","Week.2",2,2018-12-10,2018-12-13,"Total",40,157,2,626858.60688528,2,452731.216083813,NA,2134.82725864714,2300396.09652702,1516.70567234616,497,6092,"Full"
"19_1","Week.3",3,2018-12-17,2018-12-20,"Western Delta",4,16,0,78332.05180416,0,56573.1485252267,190166275,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Suisun Bay",7,28,0,121734.34656306,0,87919.2502955433,285840678,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Suisun Marsh",3,12,0,47948.92902954,0,34629.78207689,76278718,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Lower Sacramento",7,28,0,107867.9882049,0,77904.6581479833,88162170,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Cache Slough LI",3,12,0,44381.91718884,0,32053.6068586067,33420492,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Sac DW Ship Channel",3,11,1,43314.34104228,1,31282.5796416467,30411491,1763.21929808562,6282339.61230671,2506.45957723374,129,7966,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Lower San Joaquin",6,24,0,112110.99681012,0,80969.0532517533,122096565,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Southern Delta",6,24,0,97669.40092602,0,70539.0117799033,136731814,0,NA,NA,NA,NA,""
"19_1","Week.3",3,2018-12-17,2018-12-20,"Total",39,155,1,653359.97156892,1,471871.090577553,NA,1763.21929808562,6282339.61230671,2506.45957723374,129,7966,"Full"
"19_1","Week.4",4,2018-12-26,2018-12-28,"Western Delta",3,12,0,60562.03117272,0,43739.2447358533,190166275,0,NA,NA,NA,NA,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Suisun Bay",3,12,0,54725.40905832,0,39523.90654212,285840678,0,NA,NA,NA,NA,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Suisun Marsh",6,20,2,88890.87863502,2,64198.96790307,76278718,2376.75911544268,2829129.01416255,1682.00149053518,556,6764,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Lower Sacramento",3,12,0,47373.35451618,0,34214.0893727967,88162170,0,NA,NA,NA,NA,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Cache Slough LI",3,8,0,28617.30869382,0,20668.05627887,33420492,0,NA,NA,NA,NA,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Sac DW Ship Channel",3,10,2,39590.63005128,2,28593.2328148133,30411491,2128.0400662088,2272396.23500671,1507.44692609946,498,6060,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Lower San Joaquin",6,24,0,95506.50333532,0,68976.9190755089,122096565,0,NA,NA,NA,NA,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Southern Delta",3,12,0,48257.60950626,0,34852.7179767433,136731814,0,NA,NA,NA,NA,""
"19_1","Week.4",4,2018-12-26,2018-12-28,"Total",30,110,4,463523.72496892,4,334767.134699776,NA,4504.79918165148,5101525.24916927,2258.65562872459,1592,10188,"Full"
"19_1","Week.5",5,2018-12-31,2019-01-04,"Western Delta",4,16,0,62569.46523366,0,45189.05822431,190166275,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Suisun Bay",4,16,0,61941.88232848,0,44735.8039039022,285840678,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Suisun Marsh",3,12,0,41192.7805751,0,29750.3415264611,76278718,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Lower Sacramento",7,28,0,104566.18546374,0,75520.0228349233,88162170,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Cache Slough LI",3,12,0,41802.27848874,0,30190.53446409,33420492,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Sac DW Ship Channel",2,6,1,27687.56040204,1,19996.5714014733,30411491,1521.39423293041,2316867.70578784,1522.12604793027,210,5502,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Lower San Joaquin",6,24,0,99561.92227674,0,71905.8327554233,122096565,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Southern Delta",3,11,0,40659.55414752,0,29365.2335509867,136731814,0,NA,NA,NA,NA,""
"19_1","Week.5",5,2018-12-31,2019-01-04,"Total",32,125,1,479981.62891602,1,346653.39866157,NA,1521.39423293041,2316867.70578784,1522.12604793027,210,5502,"Full"
"19_1","Week.6",6,2019-01-07,2019-01-10,"Western Delta",5,20,0,78842.58774546,0,56941.8689272767,190166275,0,NA,NA,NA,NA,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Suisun Bay",6,24,0,102567.85006314,0,74076.7806011567,285840678,0,NA,NA,NA,NA,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Suisun Marsh",3,12,1,45881.51120784,1,33136.64698344,76278718,2302.33475772884,5303716.30977089,2302.97987611071,318,8325,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Lower Sacramento",7,26,1,113083.87949166,1,81671.6907439767,88162170,1608.66513325176,7781304.01557906,2789.49888251977,80,8089,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Cache Slough LI",3,12,0,47724.49540782,0,34467.69112787,33420492,0,NA,NA,NA,NA,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Sac DW Ship Channel",2,8,0,31761.064335,0,22938.5464641667,30411491,0,NA,NA,NA,NA,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Lower San Joaquin",11,44,0,180270.63402502,0,130195.457906959,122096565,0,NA,NA,NA,NA,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Southern Delta",6,21,0,74560.60092866,0,53849.3228929211,136731814,0,NA,NA,NA,NA,""
"19_1","Week.6",6,2019-01-07,2019-01-10,"Total",43,167,2,674692.6232046,2,487278.005647767,NA,3910.99989098059,13085020.32535,3617.32225898522,615,13406,"Full"
"19_1","Week.7",7,2019-01-14,2019-01-17,"Western Delta",3,12,0,53285.23715438,0,38483.7823892744,190166275,0,NA,NA,NA,NA,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Suisun Bay",5,20,0,78801.02596366,0,56911.8520848656,285840678,0,NA,NA,NA,NA,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Suisun Marsh",3,12,0,49196.7934458,0,35531.0174886333,76278718,0,NA,NA,NA,NA,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Lower Sacramento",4,15,2,62024.2195881,2,44795.2697025167,88162170,3936.44103307243,7752284.49678982,2784.29245891839,922,11198,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Cache Slough LI",3,12,0,44929.85873376,0,32449.3424188267,33420492,0,NA,NA,NA,NA,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Sac DW Ship Channel",3,10,2,38082.27435936,2,27503.8648150933,30411491,2213.36970651861,2484429.73076755,1576.20738824799,514,6326,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Lower San Joaquin",10,40,0,168548.30196204,0,121729.329194807,122096565,0,NA,NA,NA,NA,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Southern Delta",7,25,0,101112.06440874,0,73025.3798507567,136731814,0,NA,NA,NA,NA,""
"19_1","Week.7",7,2019-01-14,2019-01-17,"Total",38,146,4,595979.77561584,4,430429.837944773,NA,6149.81073959103,10236714.2275574,3199.48655686461,2090,14238,"Full"
"19_1","Week.8",8,2019-01-22,2019-01-25,"Western Delta",5,20,0,93377.86613232,0,67439.5699844533,190166275,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Suisun Bay",6,24,0,99319.29133434,0,71730.5992970233,285840678,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Suisun Marsh",3,12,0,48460.13894568,0,34998.9892385467,76278718,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Lower Sacramento",7,28,0,113497.363056,0,81970.3177626667,88162170,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Cache Slough LI",3,12,0,45924.30861018,0,33167.5562184633,33420492,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Sac DW Ship Channel",3,10,2,42200.26063176,2,30477.9660118267,30411491,3169.96523385055,11716313.2014119,3422.91004868838,385,12065,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Lower San Joaquin",6,24,0,100069.76231868,0,72272.6061190467,122096565,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Southern Delta",6,23,0,94581.58519656,0,68308.92264196,136731814,0,NA,NA,NA,NA,""
"19_1","Week.8",8,2019-01-22,2019-01-25,"Total",39,153,2,637430.57622552,2,460366.527273987,NA,3169.96523385055,11716313.2014119,3422.91004868838,385,12065,"Full"
"19_1","Week.9",9,2019-01-28,2019-01-31,"Western Delta",4,16,0,63985.4863725,0,46211.7401579167,190166275,0,NA,NA,NA,NA,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Suisun Bay",6,22,1,87538.54811856,1,63222.2847522933,285840678,4592.70793041118,60883308.4095369,7802.77568622455,237,22858,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Suisun Marsh",3,11,1,38858.69337504,1,28064.6118819733,76278718,5197.62777608026,54073362.598155,7353.45922666026,384,23417,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Lower Sacramento",6,22,1,83674.65036084,1,60431.6919272733,88162170,1444.66827393117,2132926.11399736,1460.4540780173,196,5262,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Cache Slough LI",3,10,1,36136.17200886,1,26098.3464508433,33420492,1281.22517140295,1646437.98825655,1283.13599756867,177,4637,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Sac DW Ship Channel",4,10,4,36649.74083694,4,26469.2572711233,30411491,4596.15296840648,5281434.86001427,2298.13725874115,1629,10376,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Lower San Joaquin",7,28,1,110600.28220626,1,79877.98159341,122096565,1528.66800997013,2338477.75786287,1529.20821272411,211,5528,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Southern Delta",5,20,0,94503.17945684,0,68252.2962743844,136731814,0,NA,NA,NA,NA,""
"19_1","Week.9",9,2019-01-28,2019-01-31,"Total",38,139,9,551946.75273584,9,398628.210309218,NA,18641.0501302022,126355947.727823,11240.8161504324,5359,47552,"Full"
"19_1","Week.10",10,2019-02-04,2019-02-07,"Western Delta",4,16,0,68427.65454294,0,49419.9727254567,190166275,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Suisun Bay",6,24,0,93784.94693568,0,67733.57278688,285840678,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Suisun Marsh",3,11,1,38592.81030066,1,27872.5852171433,76278718,2721.2518133223,7463171.98467425,2731.88066808824,374,9864,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Lower Sacramento",4,16,0,66911.21115294,0,48324.7636104567,88162170,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Cache Slough LI",3,12,0,44537.60537688,0,32166.0483277467,33420492,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Sac DW Ship Channel",3,12,0,44694.30452718,0,32279.2199362967,30411491,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Lower San Joaquin",7,28,0,120580.16464956,0,87085.6744691267,122096565,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Southern Delta",6,24,0,88049.42104728,0,63591.2485341467,136731814,0,NA,NA,NA,NA,""
"19_1","Week.10",10,2019-02-04,2019-02-07,"Total",36,143,1,565578.11853312,1,408473.085607253,NA,2721.2518133223,7463171.98467425,2731.88066808824,374,9864,"Full"
"19_1","Week.11",11,2019-02-11,2019-02-15,"Western Delta",2,6,0,36382.8468003,0,26276.5004668833,190166275,0,NA,NA,NA,NA,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Suisun Bay",4,16,0,59079.96049956,0,42668.8603607933,285840678,0,NA,NA,NA,NA,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Suisun Marsh",3,12,0,49641.27985278,0,35852.03544923,76278718,0,NA,NA,NA,NA,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Lower Sacramento",4,14,1,52165.98960342,1,37675.4369358033,88162170,2342.69823426007,5557457.20417973,2357.42597003166,321,8506,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Cache Slough LI",2,8,0,30976.55762124,0,22371.9582820067,33420492,0,NA,NA,NA,NA,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Sac DW Ship Channel",3,12,2,45600.80068698,2,32933.9116072633,30411491,1846.8173834122,1705810.3569636,1306.06675057732,433,5253,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Lower San Joaquin",7,28,0,109939.11288822,0,79400.47041927,122096565,0,NA,NA,NA,NA,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Southern Delta",2,8,0,36028.33603446,0,26020.4649137767,136731814,0,NA,NA,NA,NA,""
"19_1","Week.11",11,2019-02-11,2019-02-15,"Total",27,104,3,419814.88398696,3,303199.638435027,NA,4189.51561767227,7263267.56114333,2695.04500169168,1112,11165,"Full"
"19_1","Week.12",12,2019-02-19,2019-02-22,"Western Delta",4,16,0,68339.70082632,0,49356.4505967867,190166275,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Suisun Bay",6,22,1,94629.10042278,1,68343.23919423,285840678,4182.91275571822,17517671.8289851,4185.41178726599,578,15129,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Suisun Marsh",3,12,0,42645.08402616,0,30799.2273522267,76278718,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Lower Sacramento",6,24,0,97469.90437338,0,70394.93093633,88162170,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Cache Slough LI",3,12,0,39196.01778246,0,28308.23506511,33420492,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Sac DW Ship Channel",3,12,0,41510.44738302,0,29979.7675544033,30411491,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Lower San Joaquin",7,28,0,111541.1510829,0,80557.4980043167,122096565,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Southern Delta",4,13,0,54644.53207752,0,39465.49538932,136731814,0,NA,NA,NA,NA,""
"19_1","Week.12",12,2019-02-19,2019-02-22,"Total",36,139,1,549975.93797454,1,397204.844092723,NA,4182.91275571822,17517671.8289851,4185.41178726599,578,15129,"Full"
"19_1","Week.13",13,2019-02-25,2019-03-01,"Western Delta",3,12,0,49653.74838732,0,35861.0405019533,190166275,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Suisun Bay",6,24,0,92270.07615364,0,66639.4994442956,285840678,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Suisun Marsh",3,12,0,50595.62822622,0,36541.28705227,76278718,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Lower Sacramento",3,12,0,46612.77390924,0,33664.7811566733,88162170,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Cache Slough LI",3,12,0,43915.52659956,0,31716.7692107933,33420492,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Sac DW Ship Channel",3,12,2,48721.97817102,2,35188.0953457367,30411491,3000.39766910504,8391984.13283697,2896.89215070858,440,10592,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Lower San Joaquin",6,24,0,94575.18243558,0,68304.2984256967,122096565,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Southern Delta",6,24,0,93659.58761544,0,67643.03550004,136731814,0,NA,NA,NA,NA,""
"19_1","Week.13",13,2019-02-25,2019-03-01,"Total",33,132,2,520004.50149802,2,375558.806637459,NA,3000.39766910504,8391984.13283697,2896.89215070858,440,10592,"Full"
"19_1","Week.14",14,2019-03-04,2019-03-07,"Western Delta",5,20,0,89863.76131656,0,64901.6053952933,190166275,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Suisun Bay",5,20,0,89925.093027,0,64945.9005195,285840678,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Suisun Marsh",3,12,0,56951.21096742,0,41131.4301431367,76278718,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Lower Sacramento",6,24,0,97044.85090762,0,70087.9478777256,88162170,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Cache Slough LI",3,12,0,37222.5071218,0,26882.9218101889,33420492,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Sac DW Ship Channel",3,12,0,48851.3813403,0,35281.5531902167,30411491,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Lower San Joaquin",7,28,0,111365.24364966,0,80430.4537469767,122096565,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Southern Delta",5,20,0,74045.90880918,0,53477.60080663,136731814,0,NA,NA,NA,NA,""
"19_1","Week.14",14,2019-03-04,2019-03-07,"Total",37,148,0,605269.95713954,0,437139.413489668,NA,0,0,NA,NA,NA,"Full"
"19_1","Week.15",15,2019-03-11,2019-03-14,"Western Delta",4,16,0,75667.49227422,0,54648.74442027,190166275,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Suisun Bay",5,20,0,91840.19253486,0,66329.0279418433,285840678,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Suisun Marsh",3,12,0,47311.01184348,0,34169.06410918,76278718,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Lower Sacramento",6,24,0,104295.58456548,0,75324.5888528467,88162170,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Cache Slough LI",3,10,0,43395.5550105,0,31341.23417425,33420492,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Sac DW Ship Channel",3,12,0,45258.42146826,0,32686.6377270767,30411491,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Lower San Joaquin",6,24,0,96130.37937888,0,69427.49621808,122096565,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Southern Delta",6,24,0,94882.62729176,0,68526.3419329378,136731814,0,NA,NA,NA,NA,""
"19_1","Week.15",15,2019-03-11,2019-03-14,"Total",36,142,0,598781.26436744,0,432453.135376484,NA,0,0,NA,NA,NA,"Full"
"19_1","Week.16",16,2019-03-18,2019-03-21,"Western Delta",4,16,0,68340.37480116,0,49356.9373563933,190166275,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Suisun Bay",6,24,0,100713.96993658,0,72737.8671764189,285840678,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Suisun Marsh",3,12,0,44301.37719546,0,31995.43908561,76278718,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Lower Sacramento",6,24,0,101796.82284618,0,73519.92761113,88162170,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Cache Slough LI",3,10,0,38694.91748892,0,27946.3292975533,33420492,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Sac DW Ship Channel",3,12,0,41981.8927836,0,30320.2558992667,30411491,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Lower San Joaquin",7,28,0,125325.621498,0,90512.9488596667,122096565,0,NA,NA,NA,NA,""
